ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
C-4205053,2,2021-12-16 16:15:00,2021-12-16 16:38:00,40.496457,-120.56032,40.526741,-120.597301,2.85516696076,Slow traffic on CA-139 from Rice Canyon Rd (CA-139) to CR-226/Merrillville Rd (CA-139) due to roadwork.,,486-20 State Route 139,R,Susanville,Lassen,CA,96130,US,US/Pacific,KRTS,2021-12-16 16:15:00,34.0,30.0,70.0,24.95,10.0,SW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-4205054,2,2018-10-16 21:03:58,2018-10-21 21:01:27,28.580241,-82.217316,28.518996,-82.23764399999997,4.4078100305,Between Hernando/Sumter County Line and US-98/SR-50/Exit 301 - Construction work.,,I-75 S,R,Webster,Sumter,FL,33597,US,US/Eastern,KINF,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-4205055,2,2019-09-19 09:26:45,2019-09-24 09:03:56,33.9171,-118.064628,33.9171,-118.064209,0.0240241540668,At Norwalk Blvd - Construction work.,12542.0,Imperial Hwy,L,Norwalk,Los Angeles,CA,90650-3136,US,US/Pacific,KFUL,2019-09-20 08:53:00,70.0,70.0,61.0,29.8,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
C-4205056,3,2019-04-11 19:19:55,2019-04-15 19:19:19,40.850135,-73.970187,40.852789,-73.96905,0.19276169371,Between RT-67/Lemoine Ave/Schlosser St and RT-67/Lemoine Ave - Water main work. Two lanes blocked.,1642.0,Schlosser St,R,Fort Lee,Bergen,NJ,07024-5606,US,US/Eastern,KTEB,2019-04-11 18:51:00,49.0,45.0,38.0,30.24,10.0,S,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-4205057,3,2017-06-12 12:25:30,2017-08-31 05:00:00,41.812838,-88.282444,41.811225,-88.29869599999998,0.8443300860199999,At Mitchell Rd/Hart Rd - Roadwork.,,Butterfield Rd,R,Aurora,Kane,IL,60502,US,US/Central,KDPA,2017-06-12 14:52:00,91.0,,42.0,29.88,10.0,SSW,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-4205058,2,2021-08-04 13:45:05,2021-08-04 15:50:11,33.676067,-85.342129,33.667867,-85.36851899999998,1.61977782482,Slow traffic on I-20 W from GA-100/Exit 5 (I-20) to CR-49/Exit 210 (I-20) due to roadwork.,,GA-402 W,R,Tallapoosa,Haralson,GA,30176,US,US/Eastern,KCTJ,2021-08-04 13:35:00,79.0,79.0,57.0,28.69,10.0,SE,5.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-4205059,4,2019-06-09 00:01:30,2019-06-09 05:00:37,42.33428,-83.06515,42.33627,-83.0647,0.13940364662,Ramp closed to M-10/John C Lodge Fwy/Exit 49 - Closed due to roadwork.,1301.0,W Fisher Fwy,L,Detroit,Wayne,MI,48201,US,US/Eastern,KDET,2019-06-09 00:53:00,67.0,67.0,54.0,29.4,10.0,E,10.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-4205060,2,2020-10-22 13:43:30,2020-10-22 20:05:38,35.74288,-78.678676,35.74189600000001,-78.672333,0.362153086713,Stationary traffic from Lake Wheeler Rd (Tryon Rd) to US-70/US-401/NC-50/S Wilmington St (Tryon Rd) due to roadwork.,2606.0,Tryon Rd,R,Raleigh,Wake,NC,27603-3043,US,US/Eastern,KRDU,2020-10-22 13:51:00,80.0,80.0,56.0,29.78,10.0,ESE,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-4205061,4,2021-08-24 00:00:00,2021-08-31 23:59:59,40.422184,-79.979629,40.422841,-79.979377,0.0472900376822,Closed road from Shamokin St to Baldauf St due to roadwork.,1999.0,Shamokin St,L,Pittsburgh,Allegheny,PA,15203-1627,US,US/Eastern,KAGC,2021-08-24 00:53:00,74.0,74.0,76.0,28.68,9.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-4205062,2,2020-04-29 00:00:01,2020-04-30 23:30:00,39.55331,-107.33326,39.55331,-107.33326,0.0,At North River Dr/Exit 116 - Construction work.,,I-70 E,R,Glenwood Springs,Garfield,CO,81601,US,US/Mountain,K5SM,2020-04-29 00:06:00,36.0,30.0,38.0,20.52,10.0,N,7.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
