ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
C-754982,2,2020-08-07 20:54:14,2020-08-14 20:47:13,46.593147,-111.909546,46.593154,-111.911059,0.0718376981681,Construction on ST PARKING MAY BE LIMITED near CREWS ARE CURRENTLY WORKING ON THE Allow extra time.,699.0,E King St,L,East Helena,Lewis and Clark,MT,59635-8918,US,US/Mountain,KHLN,2020-08-07 20:53:00,68.0,68.0,23.0,26.07,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
C-754983,4,2021-09-15 06:32:26,2021-09-22 23:59:00,40.748928,-73.848832,40.747385,-73.848342,0.109653045319,Closed road from Shea Rd to United Nations Ave N due to roadwork.,,Meridian Rd,R,Corona,Queens,NY,11368,US,US/Eastern,KLGA,2021-09-15 06:51:00,73.0,73.0,84.0,29.94,9.0,VAR,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
C-754984,2,2021-03-01 00:00:00,2021-09-12 17:12:55,33.494871,-96.385246,33.495427,-96.384682,0.0503175547036,Roadwork on US-69/TX-160 (TX-11) from FM-151 (TX-11) to TX-11.,,State Highway 11,R,Whitewright,Grayson,TX,75491,US,US/Central,KGYI,2021-03-01 00:15:00,49.0,45.0,54.0,29.27,10.0,NNE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-754985,2,2020-10-08 12:51:00,2020-10-08 18:39:17,40.659176,-75.426997,40.661853,-75.423537,0.259034669705,Stationary traffic from City Line Rd (Airport Rd) to Schoenersville Rd (Airport Rd) due to roadwork.,,Grove Rd,R,Allentown,Lehigh,PA,18109,US,US/Eastern,KABE,2020-10-08 12:51:00,62.0,62.0,46.0,29.61,10.0,WNW,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-754986,2,2021-10-30 18:38:00,2021-10-30 20:50:28,33.638894,-112.172131,33.638939,-112.169083,0.175358867804,Slow traffic from N 53rd Ave to N 51st Ave due to roadwork.,5241.0,W Bell Rd,L,Glendale,Maricopa,AZ,85308-3910,US,US/Mountain,KDVT,2021-10-30 18:53:00,80.0,80.0,15.0,28.25,10.0,SW,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
C-754987,2,2021-10-18 15:39:00,2021-10-18 16:01:30,40.30484600000001,-79.583206,40.306441,-79.574961,0.448196837714,Stationary traffic on US-30 E from PA-66 Tpke/Amos K Hutchinson Byp/Exit 6 (US-30) to Greengate Rd (US-30) due to roadwork.,6104.0,Lincoln Hwy,R,Greensburg,Westmoreland,PA,15601-1482,US,US/Eastern,KLBE,2021-10-18 15:47:00,61.0,61.0,34.0,28.79,20.0,WNW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
C-754988,2,2019-04-06 07:00:00,2019-09-25 07:02:26,45.748708,-102.16952,45.93495,-102.17689,12.8729854033,Between Lemmon and US-12 - Roadwork. Resurfacing work.,11384.0,SD Highway 73,R,Shadehill,Perkins,SD,57638-6709,US,US/Mountain,KY22,2019-04-06 06:53:00,38.0,31.0,100.0,27.01,0.25,ESE,9.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-754989,2,2016-06-09 09:00:47,2016-10-28 15:00:00,41.56394,-81.58877,41.53923,-81.63096999999998,2.77057493158,Between 140th St/Exit 180 and ML King Jr Dr/Exit 177 - Construction work.,,OH-283,R,Cleveland,Cuyahoga,OH,44110,US,US/Eastern,KCGF,2016-06-10 08:45:00,68.0,,56.0,30.1,15.0,SSE,11.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-754990,1,2020-12-02 02:19:59,2020-12-05 23:59:00,34.06234,-118.488708,,,0.0,Road closed intermittently due to resurfacing work on Ashford St both ways from Cliffwood Ave to Bristol Ave.,12803.0,Ashford St,R,Los Angeles,Los Angeles,CA,90049,US,US/Pacific,KSMO,2020-12-02 10:51:00,76.0,76.0,13.0,29.87,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-754991,2,2021-04-06 13:00:00,2021-04-06 18:00:00,36.803092,-78.946427,36.801576,-78.945212,0.124458530495,On Rt. 615 in the County of Halifax from Davis Ln; Lp Bailey Mem Hwy; US-501N/S to Howard P Anderson Rd; Rt. 626E/W (Halifax County) motorists can expect potential delays in this area from 04/06/21 at 1:00 PM until 04/06/21 at 6:00 PM due to a bridge inspection. All north lanes are alternating closures. All south lanes are alternating closures.,3116.0,L.P. Bailey Memorial Hwy,R,Halifax,Halifax,VA,24558,US,US/Eastern,KDAN,2021-04-06 12:53:00,78.0,78.0,27.0,29.41,10.0,N,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
