ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
C-1902564,2,2018-07-18 18:18:13.000000000,2018-07-23 18:11:40.000000000,40.18362800000001,-77.143608,40.178357,-77.13250699999998,0.689950599391,At PA-174/Boiling Springs Rd - Roadwork. Lane blocked.,501.0,York Rd,R,Carlisle,Cumberland,PA,17015-9252,US,US/Eastern,KCXY,2018-07-19 17:56:00,84.9,,32.0,30.06,10.0,SSW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-1902565,2,2020-04-23 09:15:56.000000000,2020-09-05 21:15:56.000000000,39.70313,-86.25993000000004,39.60583,-86.36941,8.894549747260001,Between I-465/I-74 and IN-144/E High St - Roadwork.,,S Kentucky Ave,R,Indianapolis,Marion,IN,46221,US,US/Eastern,KIND,2020-04-23 08:54:00,51.0,51.0,96.0,28.92,10.0,SE,8.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
C-1902566,4,2020-12-10 04:10:00.000000000,2020-12-11 05:04:44.000000000,39.951406,-75.182629,39.953086,-75.181689,0.126303884416,Roadwork on I-76 westbound at Exit 345: 30TH STREET/MARKET STREET. There is a ramp closure.,,I-76 W,R,Philadelphia,Philadelphia,PA,19104,US,US/Eastern,KPHL,2020-12-10 03:54:00,40.0,33.0,68.0,29.96,10.0,WSW,12.0,0.0,Partly Cloudy,False,False,True,False,True,False,False,False,False,False,False,True,False,Night,Night,Night,Night
C-1902567,2,2020-10-21 18:46:18.000000000,2020-10-22 19:39:26.000000000,40.67389,-74.229802,40.673504,-74.230199,0.0338244641537,Construction on NJ-439 SB near COUNTY HWY-629 Construction. Left lane closed.,541.0,North Ave,R,Elizabeth,Union,NJ,07208-1723,US,US/Eastern,KEWR,2020-10-21 18:51:00,66.0,66.0,90.0,30.2,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
C-1902568,2,2020-09-11 23:53:00.000000000,2020-09-12 05:07:18.000000000,46.632446,-122.211281,46.652876,-122.200341,1.50394849321,Construction on SR 7 northbound from milepost 7 to milepost 8 traffic will be alternated through one lane use caution beginning at 4:53 pm on September 11 2020 until further notice.,3278.0,State Route 7,L,Mineral,Lewis,WA,98355,US,US/Pacific,KPLU,2020-09-11 23:58:00,54.0,54.0,84.0,29.67,4.0,CALM,0.0,0.0,Smoke,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-1902569,2,2021-03-03 22:00:00.000000000,2021-03-04 06:00:00.000000000,25.164579,-80.379852,,,0.6100000143050001,Two lanes closed due to construction work on US-1 Overseas Hwy Southbound from Andros Rd to Sexton Cove Dr.,99.0,Sexton Cove Dr,R,Key Largo,Monroe,FL,33037,US,US/Eastern,KHST,2021-03-03 21:56:00,70.0,70.0,83.0,29.97,10.0,WNW,14.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-1902570,2,2019-08-15 21:04:32.000000000,2019-08-19 21:04:05.000000000,33.786590000000004,-84.38311999999998,33.788399,-84.383814,0.131189551546,At 15th St NE - Construction work.,1180.0,Peachtree St NE,L,Atlanta,Fulton,GA,30309-3521,US,US/Eastern,KFTY,2019-08-15 20:53:00,81.0,81.0,54.0,29.05,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
C-1902571,2,2021-12-21 14:59:54.000000000,2021-12-21 17:54:45.000000000,41.749189,-72.73288199999998,41.731629,-72.75402199999998,1.6309164027399998,Slow traffic on I-84 W - US-6 W from Prospect Ave/Exit 44 (I-84) to CT-71/New Britain Ave/Exit 40 (I-84) due to roadwork.,,I-84 W,R,West Hartford,Hartford,CT,06110,US,US/Eastern,KHFD,2021-12-21 14:53:00,43.0,39.0,47.0,30.01,10.0,NNE,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-1902572,2,2021-08-16 09:00:00.000000000,2021-08-20 15:00:00.000000000,37.089747,-76.45914599999998,37.086357,-76.459136,0.234227340751,On US-17 (J Clyde Morris Blvd) in the City of Newport News at E I-64 258 On Ramp; US-17S Ramp 49A; Ramp Intersection:TO RT 64 EAST motorists can expect potential delays in this area from 08/16/21 at 9:00 AM until 08/20/21 at 3:00 PM due to guardrail repairs. The south exit ramp is closed.,,J Clyde Morris Blvd,R,Newport News,Newport News,VA,23601,US,US/Eastern,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-1902573,2,2020-03-17 19:30:04.000000000,2021-05-14 18:00:00.000000000,41.56448,-81.58524,41.56528,-81.58524,0.0552747356399999,At I-90/OH-2/Waterloo Rd - Roadwork.,601.0,E 140th St,L,Cleveland,Cuyahoga,OH,44110-2029,US,US/Eastern,KCGF,2020-03-17 19:45:00,37.0,34.0,75.0,29.33,10.0,SW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
