ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
C-5106663,2,2021-09-08 08:17:30.000000000,2021-09-08 10:24:56.000000000,27.299408000000003,-80.304976,27.298240000000003,-80.303349,0.128419907301,Stationary traffic on US-1 S - FL-5 from SE Village Green Dr / Crosstown Pkwy to SE Main St due to roadwork.,9077.0,S US Highway 1,R,Port Saint Lucie,St. Lucie,FL,34952-3405,US,US/Eastern,KSUA,2021-09-08 07:47:00,77.0,77.0,89.0,29.98,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-5106664,2,2021-10-04 05:19:18.000000000,2021-10-31 07:00:00.000000000,45.216185,-93.592653,45.24743400000001,-93.680232,4.77720331562,Roadwork on MN-101/Exit 207 (I-94) from I-94 (MnROAD Mainline) (East) (I-94) to I-94 W - US-52 W.,,I-94 W,R,Rogers,Hennepin,MN,55374,US,US/Central,KMIC,2021-10-04 05:11:00,52.0,52.0,97.0,29.1,0.25,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-5106665,2,2021-12-09 13:58:00.000000000,2021-12-09 14:28:30.000000000,30.658159,-84.413095,30.677014,-84.385925,2.0747239996,Slow traffic on US-27 N - FL-63 from CR-159A/Coastal Lumber Rd (US-27) to FL-63/Darsey Calvary Rd (US-27) due to roadwork.,8298.0,FL Ga Hwy,L,Havana,Gadsden,FL,32333-6354,US,US/Eastern,K2J9,2021-12-09 12:55:00,59.0,59.0,94.0,29.91,10.0,CALM,0.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-5106666,2,2021-08-16 17:13:06.000000000,2021-08-16 17:57:44.000000000,34.738447,-92.261978,34.75977,-92.262095,1.47329395801,Slow traffic on I-30 E - US-65 N - US-167 N from I-630/Exit 139 (I-30) to 15th St/Exit 142 (I-30) due to roadwork.,,I-30 E,R,Little Rock,Pulaski,AR,72202,US,US/Central,KLIT,2021-08-16 16:53:00,89.0,89.0,43.0,29.65,10.0,ENE,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-5106667,2,2021-09-15 01:00:00.000000000,2021-09-30 01:44:00.000000000,33.30999,-111.592027,33.307856,-111.592007,0.147449879928,6500 S Mountain Rd - Construction - Traffic shifted to the east for roadway improvements by Markham Contracting. TTCP Number: TTC21-02664,22700.0,E Erie St,R,Mesa,Maricopa,AZ,85212-9701,US,US/Mountain,KIWA,2021-09-15 01:15:00,80.0,80.0,35.0,28.37,10.0,SE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-5106668,2,2021-08-03 14:39:00.000000000,2021-08-03 16:48:27.000000000,33.406777000000005,-112.044986,33.407831,-112.047109,0.142468651976,Stationary traffic from S 17th St to E Wood St due to roadwork.,4398.0,S 17th St,R,Phoenix,Maricopa,AZ,85040-1372,US,US/Mountain,KPHX,2021-08-03 14:51:00,108.0,108.0,20.0,28.64,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
C-5106669,2,2021-08-27 18:58:00.000000000,2021-08-28 02:05:46.000000000,47.224313,-93.483492,47.210463,-93.460352,1.44742106756,Roadwork on US-169/NE 4th St (US-2) from CR-71/Dove Ln (US-2) to US-2 W - US-2 E.,301.0,Fuhrman Ave,L,Grand Rapids,Itasca,MN,55744-3230,US,US/Central,KGPZ,2021-08-27 18:56:00,64.0,64.0,90.0,28.56,10.0,SE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-5106670,2,2020-06-11 09:46:14.000000000,2020-06-11 15:59:59.000000000,29.67394,-82.3308,29.68853,-82.33089,1.00808746783,At SR-222/NW 39th Ave - Construction work.,,NW 23rd Ave,R,Gainesville,Alachua,FL,32609,US,US/Eastern,KGNV,2020-06-11 09:53:00,84.0,84.0,76.0,29.95,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
C-5106671,2,2021-10-26 01:38:07.000000000,2021-12-07 00:01:37.000000000,38.823962,-121.492186,38.824167,-121.476849,0.825695893826,Roadwork from Pacific Ave to Sunset Blvd W.,3342.0,Howsley Rd,L,Pleasant Grove,Sutter,CA,95668-9723,US,US/Pacific,KLHM,2021-10-26 01:35:00,54.0,54.0,88.0,29.93,10.0,SE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-5106672,2,2021-12-31 11:27:30.000000000,2021-12-31 14:23:00.000000000,45.774718,-123.411644,45.773708,-123.373744,1.82780221603,Slow traffic on US-26 E - US-26 W from OR-103 (US-26) to Timber Rd/NW Vernonia Rd (US-26) due to roadwork.,61893.0,NW Sunset Hwy,R,Timber,Tillamook,OR,97144,US,US/Pacific,KHIO,2021-12-31 11:53:00,38.0,33.0,76.0,29.75,10.0,NW,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-5106673,2,2020-06-12 20:02:57.000000000,2020-06-13 05:00:00.000000000,42.90941,-85.67702,42.86269,-85.67938000000002,3.23025481295,Between M-11/28th St/Exit 81 and 54th St/Exit 78 - Construction work.,,US-131 S,R,Grand Rapids,Kent,MI,49548,US,US/Eastern,KGRR,2020-06-12 19:53:00,67.0,67.0,59.0,29.24,10.0,N,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-5106674,3,2019-10-08 07:01:39.000000000,2019-10-12 07:01:09.000000000,41.74876,-93.80971,41.76832,-93.84347,2.20320764502,Between IA-17/NW 142nd St and County Road R30 - Construction work.,13499.0,NW Granger Dr,L,Granger,Dallas,IA,50109-9794,US,US/Central,KIKV,2019-10-08 06:55:00,45.0,45.0,87.0,29.17,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
C-5106675,2,2020-05-23 03:17:31.000000000,2020-05-24 09:59:59.000000000,45.40747,-122.5696,45.40968,-122.50791,2.99627732401,Between I-205/SE McKinley Ave and OR-224/Clackamas Hwy - Roadwork.,9201.0,SE Highway 212,L,Clackamas,Clackamas,OR,97015-9176,US,US/Pacific,KTTD,2020-05-23 03:35:00,52.0,52.0,71.0,30.17,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Day
C-5106676,4,2020-11-25 12:30:00.000000000,2020-11-26 00:30:00.000000000,39.657521,-105.224284,39.653276,-105.216031,0.527978559481,CO-74 is closed from CR-120/Kerr Gulch Rd (Evergreen Pkwy/CO-74) to CO-8/Maple St/Bear Creek Ave (Bear Creek Rd/CO-74) due to roadwork.,19814.0,Highway 74,L,Morrison,Jefferson,CO,80465,US,US/Mountain,KBJC,2020-11-25 12:50:00,39.0,39.0,56.0,24.22,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-5106677,3,2017-10-18 07:00:00.000000000,2017-10-18 14:00:00.000000000,42.922848,-74.196465,,,13.779999733,Right lane closed due to construction work on I-90 Eastbound between Exit 28 Riverside Dr and Exit 27 NY-30.,,I-90 E,R,Amsterdam,Montgomery,NY,12010,US,US/Eastern,KSCH,2017-10-18 07:49:00,37.4,,93.0,30.27,15.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
C-5106678,2,2019-04-03 08:00:00.000000000,2019-04-03 16:30:00.000000000,40.603543,-103.22022,40.605259,-103.218951,0.135973593438,At CR-26/Iris Dr - Maintenance work.,,US Highway 6,R,Sterling,Logan,CO,80751,US,US/Mountain,KSTK,2019-04-03 08:10:00,41.0,37.0,87.0,25.78,10.0,SSE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-5106679,2,2021-12-02 16:30:30.000000000,2021-12-02 20:08:19.000000000,33.538258,-112.06027,33.538284000000004,-112.065992,0.32953795208,Slow traffic from N 16th St (E Glendale Ave) to N Central Ave (Glendale Ave) due to roadwork.,969.0,E Glendale Ave,R,Phoenix,Maricopa,AZ,85014,US,US/Mountain,KPHX,2021-12-02 16:51:00,82.0,82.0,15.0,28.77,10.0,SW,3.0,0.0,Fair,True,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
C-5106680,2,2020-08-31 03:05:30.000000000,2020-09-01 09:57:52.000000000,39.78223,-75.506194,39.777839,-75.50660400000002,0.304169301342,Roadwork on DE-3 from Veale Rd/Wilson Rd (Marsh Rd/DE-3) to US-13 Bus/Philadelphia Pike (Marsh Rd/DE-3).,708.0,Marsh Rd,L,Wilmington,New Castle,DE,19803-4334,US,US/Eastern,KILG,2020-08-31 02:51:00,63.0,63.0,90.0,29.9,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-5106681,2,2021-06-30 08:35:30.000000000,2021-06-30 08:58:30.000000000,39.958293,-76.68818399999998,39.959055,-76.697546,0.498605087259,Slow traffic on PA-124 from I-83 (Mt Rose Ave/PA-124) to Hill St (Mt Rose Ave/PA-124) due to roadwork.,1779.0,Mount Rose Ave,L,York,York,PA,17403,US,US/Eastern,KTHV,2021-06-30 08:53:00,82.0,82.0,62.0,29.58,10.0,W,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-5106682,2,2021-08-11 18:25:36.000000000,2021-10-21 22:26:50.000000000,38.987645,-76.940498,38.987542,-76.94341800000002,0.156980248446,Stationary traffic from US-1/Baltimore Ave (Campus Dr) to MD-193/Adelphi Rd/University Blvd (Campus Dr) due to roadwork.,,Regents Dr,R,College Park,Prince George's,MD,20742,US,US/Eastern,KCGS,2021-09-29 12:55:00,67.0,67.0,39.0,30.0,10.0,NNE,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,True,False,False,Day,Day,Day,Day
C-5106683,2,2021-07-19 01:00:00.000000000,2021-09-15 00:59:00.000000000,33.319854,-111.635301,33.319695,-111.631746,0.205544183044,9309 E Cadence - Construction - Sidewalk closed for concrete driveway installation by S&amp;#38;S Paving. Pedestrians routed to the north side of the roadway. TTCP Number: TTC21-01878,,E Cadence Pkwy,R,Mesa,Maricopa,AZ,85212,US,US/Mountain,KIWA,2021-07-19 00:47:00,90.0,90.0,46.0,28.53,10.0,SE,8.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
C-5106684,2,2020-06-05 20:47:18.000000000,2020-06-09 20:44:56.000000000,27.0128,-82.14621,26.99374000000001,-82.11516999999998,2.32069567355,Between Toledo Blade Blvd (W) and Midway Blvd - Construction work.,1000.0,El Jobean Rd,R,Port Charlotte,Charlotte,FL,33948-1038,US,US/Eastern,KPGD,2020-06-05 20:53:00,74.0,74.0,100.0,29.99,10.0,ENE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
C-5106685,4,2021-06-23 19:00:00.000000000,2021-06-24 06:00:00.000000000,34.647839000000005,-83.27920999999998,34.580478,-83.320891,5.2229416289,GA-184 is closed from Cleveland Pike Rd to E Tugalo St due to roadwork.,1198.0,Cleveland Pike Rd,L,Westminster,Oconee,SC,29693-3308,US,US/Eastern,KCEU,2021-06-23 18:54:00,78.0,78.0,56.0,29.2,10.0,SE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-5106686,2,2019-07-23 07:04:51.000000000,2019-07-28 07:01:54.000000000,38.879351,-77.17275699999998,38.87993,-77.17465,0.109395762075,At US-29/S Washington St/Annandale Rd - Construction work. follow posted detour.,106.0,Hillwood Ave,R,Falls Church,Falls Church,VA,22046-2912,US,US/Eastern,KDCA,2019-07-24 06:52:00,69.0,69.0,81.0,29.94,10.0,NNW,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-5106687,2,2020-09-16 13:48:30.000000000,2020-09-16 15:06:00.000000000,40.225592,-79.59379,40.227572,-79.59073000000002,0.211596205716,Stationary traffic from I-70/I-76/Exit 58 (Stanton Dr) to US-119 (Stanton Dr) due to roadwork.,,State Route 66 Business,R,New Stanton,Westmoreland,PA,15672,US,US/Eastern,KLBE,2020-09-16 13:47:00,72.0,72.0,53.0,28.87,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-5106688,2,2020-03-22 07:05:59.000000000,2020-03-23 13:00:00.000000000,29.98265,-90.17999,29.98265,-90.17999,0.0,At W Metairie Ave - Construction work.,,Clearview Pkwy,R,Metairie,Jefferson,LA,70001,US,US/Pacific,KAUD,2020-03-22 06:55:00,63.0,63.0,93.0,30.24,10.0,N,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-5106689,4,2021-08-16 11:06:56.000000000,2021-08-23 23:59:00.000000000,35.547258,-97.549266,35.547369,-97.54952,0.0162083781632999,Closed road from N Pennsylvania Ave to Oklahoma City Southwest due to roadwork.,7401.0,N Pennsylvania Ave,L,Oklahoma City,Oklahoma,OK,73116,US,US/Central,KPWA,2021-08-16 10:53:00,82.0,82.0,67.0,28.62,10.0,S,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
C-5106690,2,2020-10-29 22:48:30.000000000,2020-10-30 00:06:30.000000000,39.978754,-76.698073,39.960756,-76.685027,1.42254076417,Slow traffic on I-83 from US-30/Exit 21A (I-83) to PA-124/Exit 18 (I-83) due to roadwork.,,I-83 S,R,York,York,PA,17402,US,US/Eastern,KTHV,2020-10-29 22:48:00,48.0,44.0,93.0,29.13,3.0,ENE,9.0,0.03,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-5106691,3,2019-05-24 04:13:23.000000000,2019-05-24 05:00:00.000000000,40.048275,-82.902138,,,0.0,Intermittent lane closures due to bridge maintenance work on I-270 both ways at Exit 33 Easton Way.,,Outerbelt N,R,Columbus,Franklin,OH,43219,US,US/Eastern,KCMH,2019-05-24 03:51:00,65.0,65.0,70.0,29.2,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-5106692,2,2021-11-05 20:33:30.000000000,2021-11-10 01:01:11.000000000,29.43809000000001,-98.478543,29.437896,-98.47861,0.0139972873708999,Roadwork from I-35 Access Rd (Broadway St) to McCullough Ave (Broadway St).,,US-281 S,R,San Antonio,Bexar,TX,78215,US,US/Central,KSAT,2021-11-05 20:51:00,54.0,54.0,75.0,29.33,10.0,SE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-5106693,2,2019-01-25 08:52:44.000000000,2019-01-29 08:52:44.000000000,40.007407,-75.70015500000002,40.007411,-75.700149,0.000420965984009,At PA-113/W Uwchlan Ave - Roadwork. Hard shoulder closed.,240.0,E Lancaster Ave,R,Downingtown,Chester,PA,19335-2957,US,US/Eastern,KOQN,2019-01-25 08:55:00,32.0,24.0,64.0,29.26,10.0,W,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-5106694,2,2020-07-21 13:00:00.000000000,2020-07-22 01:45:00.000000000,34.358037,-117.609091,34.356381,-117.615281,0.3711485974229999,Construction on CA-2 WB near DUMP RD Expect delays.,2260.0,State Highway 2,L,Wrightwood,San Bernardino,CA,92397,US,US/Pacific,KGXA,2020-07-21 12:58:00,97.0,97.0,8.0,26.75,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
C-5106695,2,2021-06-17 19:02:02.000000000,2021-06-17 21:05:54.000000000,25.901205,-80.211497,25.898272,-80.21135699999998,0.202837728082,Slow traffic on US-441 S from 151st St (US-441) to FL-916/135th St (US-441) due to roadwork.,13798.0,NW 7th Ave,L,Miami,Miami-Dade,FL,33168-2904,US,US/Eastern,KOPF,2021-06-17 18:53:00,84.0,84.0,63.0,30.01,10.0,E,9.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
C-5106696,2,2017-08-18 07:02:21.000000000,2017-08-18 13:02:21.000000000,39.94847,-82.04984,39.947855,-82.042911,0.369472374919,At US-40/Exit 152 - Construction work.,,I-70 E,R,Zanesville,Muskingum,OH,43701,US,US/Eastern,KZZV,2017-08-18 06:53:00,73.0,,93.0,29.83,7.0,SW,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-5106697,2,2020-11-06 23:14:48.000000000,2020-11-06 23:46:54.000000000,34.709596999999995,-97.247339,34.735917,-97.260059,1.95675338042,Slow traffic on I-35 from Airport Rd/Exit 70 (I-35) to OK-19/Exit 72 (I-35) due to roadwork.,,I-35 N,R,Pauls Valley,Garvin,OK,73075,US,US/Central,KPVJ,2020-11-06 23:15:00,60.0,60.0,78.0,29.06,10.0,SE,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-5106698,2,2020-03-18 20:11:34.000000000,2020-03-19 06:00:00.000000000,40.09369,-74.09506,40.10162,-74.07918000000002,1.0023155172,At RT-34/RT-35 - Construction work.,,Route 70,R,Point Pleasant Beach,Ocean,NJ,08742,US,US/Eastern,KBLM,2020-03-18 19:56:00,43.0,39.0,60.0,30.29,10.0,SE,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
C-5106699,2,2020-03-18 07:16:12.000000000,2020-03-19 07:16:12.000000000,39.68775,-83.92358,39.68775,-83.92358,0.0,At US-35-BR/E Main St/Columbus St - Construction work.,147.0,N Columbus St,R,Xenia,Greene,OH,45385-2159,US,US/Eastern,KFFO,2020-03-18 06:56:00,35.0,30.0,83.0,29.4,10.0,ESE,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
