ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
C-3401453,2,2021-10-07 11:34:00,2021-10-07 13:57:45,25.747524,-80.33769000000002,25.748123,-80.335622,0.135189722449,Slow traffic on County Hwy-913 - FL-973 - FL-972 from SW 88th Ave to SW 21st St / SW 21st Ter due to roadwork.,2401.0,SW 88th Ave,L,Miami,Miami-Dade,FL,33165-2032,US,US/Eastern,KMIA,2021-10-07 11:53:00,87.0,87.0,67.0,30.07,10.0,ESE,13.0,0.0,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
C-3401455,2,2021-11-10 16:51:30,2021-11-10 18:53:40,33.509234,-112.04273700000002,33.508519,-112.047532,0.280623145601,Slow traffic from N 20th St to E Pierson St due to roadwork.,1822.0,E Camelback Rd,R,Phoenix,Maricopa,AZ,85016-4108,US,US/Mountain,KPHX,2021-11-10 16:51:00,82.0,82.0,18.0,28.75,10.0,WSW,9.0,0.0,Fair,True,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
C-3401456,4,2021-08-11 08:24:00,2021-10-15 19:26:59,41.958848,-79.961998,41.97196,-79.963167,0.907941342451,Roadwork on GREENE RD / DONATION RD / BARTON RD both directions between DUBLIN RD and CRONIN RD. All lanes closed.,1200.0,Dublin Rd,L,Waterford,Erie,PA,16441-2930,US,US/Eastern,KERI,2021-08-11 08:51:00,78.0,78.0,84.0,29.2,10.0,S,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-3401457,3,2020-04-28 23:04:15,2020-05-04 23:02:02,36.7796,-114.14177,36.8176,-114.05005,5.71352133697,Between NV-170/Exit 112 and Nevada/Arizona State Line - Roadwork.,,I-15 N,R,Overton,Clark,NV,89040,US,US/Pacific,KLSV,2020-04-29 22:58:00,84.0,84.0,18.0,27.89,10.0,S,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-3401458,2,2019-09-20 03:39:51,2019-09-20 05:01:00,33.875919,-118.163544,,,0.170000001788,Exit ramp from CA-91 Eastbound at Exit 14A to N Paramount Blvd closed due to paving repairs.,,Artesia Fwy E,R,Long Beach,Los Angeles,CA,90805,US,US/Pacific,KLGB,2019-09-20 03:53:00,66.0,66.0,81.0,29.8,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-3401459,4,2017-04-24 06:01:15,2017-04-24 12:01:15,42.228745,-83.738815,42.214374,-83.733811,1.02542179179,Closed at Morgan Rd - Closed due to roadwork.,4016.0,S State Rd,L,Ann Arbor,Washtenaw,MI,48108-9774,US,US/Eastern,KARB,2017-04-24 05:53:00,39.9,35.1,86.0,30.06,10.0,North,6.9,,Clear,False,False,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Day,Day
C-3401460,3,2019-04-22 21:05:47,2019-04-28 21:01:46,33.6194,-84.47919,33.61992,-84.47743,0.1074486907919999,Ramp to I-285 EB and GA-139 and GA-279 - Construction work. 2 right lanes blocked.,,GA-14 Spur,R,Atlanta,Fulton,GA,30337,US,US/Eastern,KATL,2019-04-23 20:52:00,73.0,73.0,48.0,28.96,10.0,SW,6.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
C-3401461,4,2020-05-27 17:32:45,2020-05-27 22:30:07,37.57715,-122.32062,37.57829,-122.32114,0.0837553018108,At Dore Ave/Exit 417A - Exit ramp closed. Construction work.,,Bayshore Fwy N,R,San Mateo,San Mateo,CA,94401,US,US/Pacific,KSFO,2020-05-27 17:56:00,66.0,66.0,60.0,29.84,10.0,WNW,25.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-3401462,2,2020-11-25 07:46:00,2020-11-25 08:26:00,34.880339,-98.114006,34.878482,-98.117666,0.2439252575759999,Stationary traffic on H. E. Bailey Tpke W - I-44 W from Chickasha Toll Plaza (I-44) to Exit 62 (I-44) due to roadwork.,,H. E. Bailey Tpke W,R,Cement,Caddo,OK,73017,US,US/Central,KCHK,2020-11-25 07:47:00,39.0,32.0,65.0,28.72,10.0,WNW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-3401463,2,2021-10-08 05:17:30,2021-10-08 05:52:30,40.08307,-77.430715,40.101128,-77.39479,2.2721192024200003,Slow traffic on I-81 N from PA-174/Exit 29 (I-81) to PA-233/Exit 37 (I-81) due to roadwork.,,Hammond Rd,R,Walnut Bottom,Cumberland,PA,17266,US,US/Eastern,KRYT,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-3401464,3,2018-09-20 03:51:05,2018-09-20 06:00:00,37.701103,-122.02116399999998,,,6.38999986649,Intermittent lane closures due to construction on I-580 Eastbound from Exit 35 Strobridge Ave to Exit 39 Paloverde Rd.,,Paloverde Rd,R,Castro Valley,Alameda,CA,94552,US,US/Pacific,KHWD,2018-09-20 03:54:00,57.0,,69.0,29.85,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-3401465,2,2021-09-08 06:00:00,2021-09-08 16:45:00,45.13661,-92.198714,45.13631,-92.177424,1.03788004525,Construction on WI-64 EB near 270TH ST Drive with caution.,2998.0,State Road 64,L,Emerald,St. Croix,WI,54013-4808,US,US/Central,KLUM,2021-09-08 05:55:00,51.0,51.0,83.0,28.87,10.0,W,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
C-3401466,2,2020-09-11 20:08:00,2020-09-11 20:40:00,36.578991,-98.458622,36.578968,-98.456986,0.0907865751544,Stationary traffic on OK-45 from CR-460 (OK-45) to OK-8 (OK-45) due to roadwork.,398.0,W Main St,R,Carmen,Alfalfa,OK,73726,US,US/Central,KAVK,2020-09-11 20:15:00,66.0,66.0,78.0,28.48,10.0,ENE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Day,Day,Day
C-3401467,3,2017-04-20 21:02:46,2017-04-21 03:02:46,25.94569,-80.351548,25.927774,-80.35074399999998,1.2388853055,Between Miami Gardens Dr/Exit 4 and 138th St/Graham Dairy Rd/Exit 2 - Construction work.,,I-75 S,R,Hialeah,Miami-Dade,FL,33018,US,US/Eastern,KOPF,2017-04-20 20:53:00,73.9,,57.0,30.07,10.0,East,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
C-3401468,2,2019-10-30 20:00:00,2019-11-01 04:00:00,43.023701,-88.047028,,,0.409999996424,Two left lane closed due to construction work on WI-100 108th St Northbound from Washington St to Theodore Trecker Way.,686.0,S 108th St,L,Milwaukee,Milwaukee,WI,53214-2440,US,US/Central,KMWC,2019-10-30 19:45:00,36.0,28.0,60.0,29.3,10.0,N,10.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
C-3401469,4,2020-05-19 18:36:28,2020-05-25 18:33:55,32.29422,-111.03113,32.29424,-111.02696,0.2435558903699999,Closed between I-10/I-10 Frontage/Casa Grande Hwy and N La Cholla Blvd - Closed due to roadwork.,3000.0,W El Camino del Cerro,R,Tucson,Pima,AZ,85745-9750,US,US/Mountain,KDMA,2020-05-19 18:58:00,88.0,88.0,10.0,27.03,10.0,W,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-3401470,4,2018-08-29 09:00:00,2018-08-29 17:00:00,39.249596,-83.604788,39.251662,-83.60276800000003,0.1790474689739999,Closed at C.R. 79 (Selph Road) - Closed due to roadwork.,8698.0,US Highway 62,R,Hillsboro,Highland,OH,45133-8255,US,US/Eastern,KILN,2018-08-29 08:54:00,75.9,,87.0,30.05,9.0,SW,11.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-3401471,2,2021-06-10 16:27:30,2021-06-10 16:33:00,41.627701,-84.721122,41.629621,-84.760272,2.02624800339,Slow traffic on I-90 W - I-80 W - Ohio Tpke W from CR-15/Exit 13 (I-90/I-80) to OH-49/Exit 2 (I-90/I-80) due to roadwork.,,I-80 W,R,Edon,Williams,OH,43518,US,US/Eastern,KANQ,2021-06-10 16:35:00,82.0,82.0,66.0,28.86,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-3401472,4,2016-11-14 20:36:11,2016-11-15 02:36:11,39.188962,-123.728715,39.19756,-123.74664,1.12882486565,Closed at CA-1/Shoreline Hwy - Closed due to roadwork.,,Highway 128,R,Albion,Mendocino,CA,95410,US,US/Pacific,KUKI,2016-11-14 20:56:00,53.1,,93.0,30.12,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-3401473,4,2020-04-22 00:40:52,2020-04-22 05:39:56,39.17425,-84.62985,39.1717,-84.62951,0.177126957159,Closed at Westwood Northern Blvd - Closed due to roadwork.,5597.0,Reemelin Rd,L,Cincinnati,Hamilton,OH,45211-1703,US,US/Eastern,KCVG,2020-04-22 00:52:00,44.0,44.0,35.0,29.08,10.0,WNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-3401474,2,2021-09-29 07:24:35,2021-09-29 07:45:03,44.107666,-70.08885,44.099259,-70.089434,0.5815906026550001,Stationary traffic on ME-9 from Furbush Rd to I-95 S due to roadwork.,201.0,Middle Rd,L,Sabattus,Androscoggin,ME,04280-4220,US,US/Eastern,KLEW,2021-09-29 06:56:00,46.0,44.0,86.0,29.62,10.0,NNW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-3401475,2,2020-10-02 04:44:00,2020-10-02 08:13:09,40.12708,-79.960223,40.12218,-79.954963,0.438003907624,Roadwork on I-70 from PA-2044/Exit 12 (I-70) to PA-481/Exit 35 (I-70).,,I-70 E,R,Charleroi,Washington,PA,15022,US,US/Eastern,KAGC,2020-10-02 04:53:00,45.0,40.0,86.0,28.65,10.0,WSW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
C-3401476,2,2021-12-17 18:30:00,2021-12-17 20:50:41,33.478284,-112.169021,33.480468,-112.170965,0.187941582303,Slow traffic from W Cambridge Ave to N 52nd Ave due to roadwork.,2638.0,N 51st Ave,L,Phoenix,Maricopa,AZ,85035-2020,US,US/Mountain,KGEU,2021-12-17 18:58:00,53.0,53.0,46.0,28.89,10.0,SW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
C-3401477,2,2020-09-22 10:18:30,2020-09-22 10:51:30,39.133118,-104.863139,39.165178,-104.853059,2.28003104353,Stationary traffic on I-25 from County Line Rd/Exit 163 (I-25) to Greenland Rd/Exit 167 (I-25) due to roadwork.,,I-25 N,R,Larkspur,Douglas,CO,80118,US,US/Mountain,KMNH,2020-09-22 10:15:00,68.0,68.0,28.0,23.35,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
C-3401478,2,2021-12-11 18:59:30,2021-12-11 21:02:46,40.741505,-74.008887,40.741447,-74.008709,0.010143388996,Slow traffic on NY-9A from Canal St (I-78) exit [3] to W 13th St due to roadwork.,,West St,R,New York,New York,NY,10014,US,US/Eastern,KJRB,2021-12-11 18:59:00,66.0,66.0,75.0,29.48,10.0,VAR,5.0,0.0,Mostly Cloudy,True,False,True,False,False,False,False,False,False,True,False,True,False,Night,Night,Night,Night
C-3401479,2,2016-09-13 21:00:11,2016-09-14 06:00:00,42.738953,-83.451729,,,0.0,Intermittent lane closures due to maintenance work on US-24 Dixie Hwy both ways from Kennett Rd to I-75.,,Chrysler Expy S,R,Clarkston,Oakland,MI,48348,US,US/Eastern,KPTK,2016-09-13 20:53:00,75.0,,64.0,30.03,10.0,SSW,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
C-3401480,4,2017-05-03 13:54:30,2017-05-08 16:17:43,43.767934,-116.912003,43.752594,-116.91171,1.05999390198,Closed at ID-19/Simplot Blvd - Closed due to roadwork.,,Highway 95,R,Parma,Canyon,ID,83660,US,US/Mountain,KONO,2017-05-03 13:53:00,71.1,,34.0,30.23,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
